PWS ID,PWS Name,Contaminant,MCL,Location Has a Full Set of Results,Average Above MCL,Average Result,Facility ID,Facility Name,Sample Point ID,Sample Point Name,PWS Size,Facility Water Type,Sample Point Type,EPA Region,State
MD0060003,TOWN OF HAMPSTEAD,PFOA,0.0040 æg/L,Y,Y,0.0091,TP05,TOWN OF HAMPSTEAD,EP05,Greenmount Church Road,S,GW,EP,Region 3,MD
MD0060003,TOWN OF HAMPSTEAD,PFOA,0.0040 æg/L,Y,Y,0.0073,TP11,TOWN OF HAMPSTEAD,EP11,Shiloh Run,S,GW,EP,Region 3,MD
MD0060006,TOWN OF MANCHESTER,PFOA,0.0040 æg/L,Y,Y,0.0044,TP10,TOWN OF MANCHESTER,EP10,Manchester Farms Well,S,GW,EP,Region 3,MD
MD0060006,TOWN OF MANCHESTER,PFOA,0.0040 æg/L,Y,Y,0.0042,TP13,TOWN OF MANCHESTER,EP13,Park Ridge Well,S,GW,EP,Region 3,MD
MD0060007,TOWN OF MOUNT AIRY,PFOA,0.0040 æg/L,Y,Y,0.0056,TP02,TOWN OF MOUNT AIRY,EP02,EP02,S,GW,EP,Region 3,MD
MD0060007,TOWN OF MOUNT AIRY,PFOS,0.0040 æg/L,Y,Y,0.006,TP02,TOWN OF MOUNT AIRY,EP02,EP02,S,GW,EP,Region 3,MD
MD0060007,TOWN OF MOUNT AIRY,PFOA,0.0040 æg/L,Y,Y,0.0085,TP03,TOWN OF MOUNT AIRY,EP03,EP03,S,GW,EP,Region 3,MD
MD0060007,TOWN OF MOUNT AIRY,PFOA,0.0040 æg/L,Y,Y,0.0045,TP05,TOWN OF MOUNT AIRY,EP05,EP05,S,GW,EP,Region 3,MD
MD0060012,CITY OF TANEYTOWN,PFOA,0.0040 æg/L,Y,Y,0.0044,TP01,CITY OF TANEYTOWN,EP01,Well 8,S,GW,EP,Region 3,MD
MD0060012,CITY OF TANEYTOWN,PFOS,0.0040 æg/L,Y,Y,0.01,TP03,CITY OF TANEYTOWN,EP03,Well 11 &12,S,GW,EP,Region 3,MD
MD0060015,"CITY OF WESTMINSTER, MD",PFOA,0.0040 æg/L,Y,Y,0.0055,00005,Kriders Church Well 5 WTP,0500000,WTP POE,L,GU,EP,Region 3,MD
MD0120001,CITY OF ABERDEEN,PFOA,0.0040 æg/L,Y,Y,0.0074,00001,Aberdeen WTP,0100000,WTP POE,L,GW,EP,Region 3,MD
MD0120001,CITY OF ABERDEEN,PFOS,0.0040 æg/L,Y,Y,0.0082,00001,Aberdeen WTP,0100000,WTP POE,L,GW,EP,Region 3,MD
MD0120003,MARYLAND AMERICAN WATER COMPANY,PFOA,0.0040 æg/L,Y,Y,0.0076,00002,Bynum Well,0200000,WTP POE,L,GW,EP,Region 3,MD
MD0120003,MARYLAND AMERICAN WATER COMPANY,PFOS,0.0040 æg/L,Y,Y,0.0073,00002,Bynum Well,0200000,WTP POE,L,GW,EP,Region 3,MD
MD0150002,TOWN OF POOLESVILLE,PFOA,0.0040 æg/L,Y,Y,0.0045,TP05,TOWN OF POOLESVILLE,EP05,WTP - WELL 5,S,GW,EP,Region 3,MD
MD0150002,TOWN OF POOLESVILLE,PFOS,0.0040 æg/L,Y,Y,0.0053,TP05,TOWN OF POOLESVILLE,EP05,WTP - WELL 5,S,GW,EP,Region 3,MD
MD0150002,TOWN OF POOLESVILLE,PFOA,0.0040 æg/L,Y,Y,0.0053,TP06,TOWN OF POOLESVILLE,EP06,WTP - WELL 6,S,GW,EP,Region 3,MD
MD0150002,TOWN OF POOLESVILLE,PFOS,0.0040 æg/L,Y,Y,0.0061,TP06,TOWN OF POOLESVILLE,EP06,WTP - WELL 6,S,GW,EP,Region 3,MD
MD0150002,TOWN OF POOLESVILLE,PFOA,0.0040 æg/L,Y,Y,0.0053,TP08,TOWN OF POOLESVILLE,EP08,WTP - WELL 8,S,GW,EP,Region 3,MD
MD0150002,TOWN OF POOLESVILLE,PFOA,0.0040 æg/L,Y,Y,0.005,TP10,TOWN OF POOLESVILLE,EP10,"BUDD RD WTP - WELLS 7, 9, & 10",S,GW,EP,Region 3,MD
MD0150002,TOWN OF POOLESVILLE,PFOS,0.0040 æg/L,Y,Y,0.006,TP13,TOWN OF POOLESVILLE,EP13,WTP STONEY SPRINGS,S,GW,EP,Region 3,MD
MD0220004,CITY OF SALISBURY,PFOS,0.0040 æg/L,Y,Y,0.01,00002,Paleo WTP,0200000,WTP POE,L,GW,EP,Region 3,MD
MD1100052,NEW LIFE CHRISTIAN SCHOOL,PFOA,0.0040 æg/L,Y,Y,0.0086,10001,Water Pump House,EP1,Finished Water Tap - Water Pump House SS,S,GW,EP,Region 3,MD
MD1100052,NEW LIFE CHRISTIAN SCHOOL,PFOS,0.0040 æg/L,Y,Y,0.012,10001,Water Pump House,EP1,Finished Water Tap - Water Pump House SS,S,GW,EP,Region 3,MD
MD1130003,GLENELG COUNTRY SCHOOL,PFOA,0.0040 æg/L,Y,Y,0.009,20001,Lower School,EP001,Lower School Rm 123 Faculty Room CWT,S,GW,EP,Region 3,MD
MI0003520,KALAMAZOO,PFOS,0.0040 æg/L,Y,Y,0.0066,06445,Station #1 Treatment,TP001,Station 1,L,GW,EP,Region 5,MI
MI0003520,KALAMAZOO,PFOS,0.0040 æg/L,Y,Y,0.0049,06464,Station #14 Treatment,TP014,Station 14,L,GW,EP,Region 5,MI
MN1050004,Sauk Rapids,PFOA,0.0040 æg/L,Y,Y,0.0066,4,Well #2 Entry Point,E01,Well #2 Entry Point,L,GW,EP,Region 5,MN
MN1050004,Sauk Rapids,PFOS,0.0040 æg/L,Y,Y,0.0095,4,Well #2 Entry Point,E01,Well #2 Entry Point,L,GW,EP,Region 5,MN
MN1050004,Sauk Rapids,Hazard Index (HI),1 (unitless),Y,Y,3,5,Well #3 Entry Point,E02,Well #3 Entry Point,L,GW,EP,Region 5,MN
MN1050004,Sauk Rapids,PFHxS,0.01 æg/L,Y,Y,0.03,5,Well #3 Entry Point,E02,Well #3 Entry Point,L,GW,EP,Region 5,MN
MN1050004,Sauk Rapids,PFOA,0.0040 æg/L,Y,Y,0.0055,5,Well #3 Entry Point,E02,Well #3 Entry Point,L,GW,EP,Region 5,MN
MN1050004,Sauk Rapids,PFOS,0.0040 æg/L,Y,Y,0.0047,5,Well #3 Entry Point,E02,Well #3 Entry Point,L,GW,EP,Region 5,MN
MN1090005,Cloquet,PFOS,0.0040 æg/L,Y,Y,0.0081,10,Well #8 Entry Point,E06,Well #8 Entry Point,L,GW,EP,Region 5,MN
MN1730039,Waite Park,Hazard Index (HI),1 (unitless),Y,Y,2,7,TREATMENT PLANT #2,E02,TREATMENT PLANT #2,S,GW,EP,Region 5,MN
MN1730039,Waite Park,PFHxS,0.01 æg/L,Y,Y,0.02,7,TREATMENT PLANT #2,E02,TREATMENT PLANT #2,S,GW,EP,Region 5,MN
MN1730039,Waite Park,PFOA,0.0040 æg/L,Y,Y,0.0055,7,TREATMENT PLANT #2,E02,TREATMENT PLANT #2,S,GW,EP,Region 5,MN
MN1730039,Waite Park,PFOS,0.0040 æg/L,Y,Y,0.017,7,TREATMENT PLANT #2,E02,TREATMENT PLANT #2,S,GW,EP,Region 5,MN
MN1820009,Lake Elmo,PFOA,0.0040 æg/L,Y,Y,0.011,5,Well #2 Entry Point,E02,Well #2 Entry Point,S,GW,EP,Region 5,MN
MN1820025,Woodbury,PFOA,0.0040 æg/L,Y,Y,0.0064,14,Well #10 Entry Point,E10,Well #10 Entry Point,L,GW,EP,Region 5,MN
MN1820025,Woodbury,PFOA,0.0040 æg/L,Y,Y,0.012,15,Well #11 Entry Point,E11,Well #11 Entry Point,L,GW,EP,Region 5,MN
MN1820025,Woodbury,PFOS,0.0040 æg/L,Y,Y,0.0042,15,Well #11 Entry Point,E11,Well #11 Entry Point,L,GW,EP,Region 5,MN
MN1820025,Woodbury,Hazard Index (HI),1 (unitless),Y,Y,2,17,Well #2 Entry Point,E02,Well #2 Entry Point,L,GW,EP,Region 5,MN
MN1820025,Woodbury,PFHxS,0.01 æg/L,Y,Y,0.02,17,Well #2 Entry Point,E02,Well #2 Entry Point,L,GW,EP,Region 5,MN
MN1820025,Woodbury,PFOA,0.0040 æg/L,Y,Y,0.0079,17,Well #2 Entry Point,E02,Well #2 Entry Point,L,GW,EP,Region 5,MN
MN1820025,Woodbury,PFOA,0.0040 æg/L,Y,Y,0.0092,23,Well #8 Entry Point,E08,Well #8 Entry Point,L,GW,EP,Region 5,MN
MN1820025,Woodbury,PFOA,0.0040 æg/L,Y,Y,0.0099,25,Well #12 Entry Point,E12,Well #12 Entry Point,L,GW,EP,Region 5,MN
MN1820025,Woodbury,PFOS,0.0040 æg/L,Y,Y,0.0049,25,Well #12 Entry Point,E12,Well #12 Entry Point,L,GW,EP,Region 5,MN
MN1820025,Woodbury,PFOA,0.0040 æg/L,Y,Y,0.0085,43,Well #14 Entry Point,E14,Well #14 Entry Point,L,GW,EP,Region 5,MN
MN1820025,Woodbury,PFOA,0.0040 æg/L,Y,Y,0.0057,53,Well #16 Entry Point,E17,Well #16 Entry Point,L,GW,EP,Region 5,MN
MN1820025,Woodbury,PFOA,0.0040 æg/L,Y,Y,0.013,61,Well #19 Entry Point,E20,Well #19 Entry Point,L,GW,EP,Region 5,MN
MO3010130,CAMDENTON PWS,PFOS,0.0040 æg/L,Y,Y,0.01,WL18626,CAMDENTON PWS,WL18626,NORTH RODEO WELL,S,GW,EP,Region 7,MO
MO3010712,ST JAMES PWS,PFOS,0.0040 æg/L,Y,Y,0.005,WL14002,ST JAMES PWS,WL14002,WELL # 4 PARKER LANE,S,GW,EP,Region 7,MO
NC0136025,"BESSEMER CITY, CITY OF",PFOA,0.0040 æg/L,Y,Y,0.0049,TP1,"BESSEMER CITY, CITY OF",EP1,CLEARWELL EFFL,S,SW,EP,Region 4,NC
NC0201015,"GRAHAM, CITY OF",PFOA,0.0040 æg/L,Y,Y,0.0052,00003,Graham-Mebane,001,Entry Point to Dist. System,L,SW,EP,Region 4,NC
NC0201015,"GRAHAM, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.0054,00003,Graham-Mebane,001,Entry Point to Dist. System,L,SW,EP,Region 4,NC
NC0239107,SOUTH GRANVILLE WTR&SEWER AUTHORITY,PFOA,0.0040 æg/L,Y,Y,0.006,10743,SGWASA Water Treatment Plant,EP001,Entry Point to Dist. System,L,SW,EP,Region 4,NC
NC0239107,SOUTH GRANVILLE WTR&SEWER AUTHORITY,PFOS,0.0040 æg/L,Y,Y,0.011,10743,SGWASA Water Treatment Plant,EP001,Entry Point to Dist. System,L,SW,EP,Region 4,NC
NC0241010,"GREENSBORO, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.018,00007,Townsend Filter,001,Entry Point to Dist. System,L,SW,EP,Region 4,NC
NC0241010,"GREENSBORO, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.027,00008,Mitchell Filter,002,Entry Point to Dist. System,L,SW,EP,Region 4,NC
NC0241030,"JAMESTOWN, TOWN OF",PFOS,0.0040 æg/L,Y,Y,0.0078,LB2A,Highpoint (Piedmont Triad) connection,MM1,MM1 MAIN ST,S,SW,EP,Region 4,NC
NC0241030,"JAMESTOWN, TOWN OF",PFOS,0.0040 æg/L,Y,Y,0.0076,LB2C,Piedmont Triad direct connection,MM5,MM5 GARDNER HILL DR,S,SW,EP,Region 4,NC
NC0241030,"JAMESTOWN, TOWN OF",PFOS,0.0040 æg/L,Y,Y,0.0077,RW2A,Highpoint connection,MM3,MM3 MACKEY RD,S,SW,EP,Region 4,NC
NC0276030,"ARCHDALE, CITY OF",PFOA,0.0040 æg/L,Y,Y,0.005,00001,Piedmont Triad Regional Water Authority,ENTRYPOINT1,PTRWA Entry Point Hydrant,L,SW,EP,Region 4,NC
NC0276030,"ARCHDALE, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.0082,00001,Piedmont Triad Regional Water Authority,ENTRYPOINT1,PTRWA Entry Point Hydrant,L,SW,EP,Region 4,NC
NC0326010,FAYETTEVILLE PUBLIC WORKS COMM,PFOA,0.0040 æg/L,Y,Y,0.0081,00010,Hoffer WTP,EP1,Entry Point to Dist. System,L,SW,EP,Region 4,NC
NC0326010,FAYETTEVILLE PUBLIC WORKS COMM,PFOS,0.0040 æg/L,Y,Y,0.015,00010,Hoffer WTP,EP1,Entry Point to Dist. System,L,SW,EP,Region 4,NC
NC0326010,FAYETTEVILLE PUBLIC WORKS COMM,PFOA,0.0040 æg/L,Y,Y,0.0085,00011,Glenville WTP,EP2,Entry Point to Dist. System,L,SW,EP,Region 4,NC
NC0326010,FAYETTEVILLE PUBLIC WORKS COMM,PFOS,0.0040 æg/L,Y,Y,0.017,00011,Glenville WTP,EP2,Entry Point to Dist. System,L,SW,EP,Region 4,NC
NC0332010,"DURHAM, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.0052,P01,"DURHAM, CITY OF",EP1,BROWN CLEARWELL,L,SW,EP,Region 4,NC
NC0332010,"DURHAM, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.0042,P02,"DURHAM, CITY OF",EP2,WILLIAMS CLEARW,L,SW,EP,Region 4,NC
NC0343010,"DUNN, CITY OF",PFOA,0.0040 æg/L,Y,Y,0.0089,05124,A.B. Uzzell WTP,EP1,Entry Point to Dist. System,L,SW,EP,Region 4,NC
NC0343010,"DUNN, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.013,05124,A.B. Uzzell WTP,EP1,Entry Point to Dist. System,L,SW,EP,Region 4,NC
NC0351015,"SELMA, TOWN OF",PFOS,0.0040 æg/L,Y,Y,0.01,P01,"SELMA, TOWN OF",E01,PLANT #1,S,GW,EP,Region 4,NC
NC0353010,"SANFORD, CITY OF",PFOA,0.0040 æg/L,Y,Y,0.0068,NC0353010,City of Sanford Water Filtration Facility,EP1,Entry Point,L,SW,EP,Region 4,NC
NC0353010,"SANFORD, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.012,NC0353010,City of Sanford Water Filtration Facility,EP1,Entry Point,L,SW,EP,Region 4,NC
NC0363108,MOORE CO PUBLIC UTIL-PINEHURST,PFOS,0.0040 æg/L,Y,Y,0.0066,00040,Pinehurst # 9,E09,Entry Point to Dist. System,L,GW,EP,Region 4,NC
NC0378055,ROBESON COUNTY WATER SYSTEM,Hazard Index (HI),1 (unitless),Y,Y,4,00044,Rocco WTP,009,Entry Point to Dist. System,L,GW,EP,Region 4,NC
NC0378055,ROBESON COUNTY WATER SYSTEM,PFOA,0.0040 æg/L,Y,Y,0.026,00044,Rocco WTP,009,Entry Point to Dist. System,L,GW,EP,Region 4,NC
NC0378055,ROBESON COUNTY WATER SYSTEM,PFOA,0.0040 æg/L,Y,Y,0.012,00063,Maxton Plant Clearwell,1,Entry Point to Dist. System,L,GW,EP,Region 4,NC
NC0378055,ROBESON COUNTY WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.0059,00063,Maxton Plant Clearwell,1,Entry Point to Dist. System,L,GW,EP,Region 4,NC
NC0410045,BRUNSWICK COUNTY WATER SYSTEM,PFOA,0.0040 æg/L,Y,Y,0.005,00034,Northwest WTP,E01,Lab Tap,L,SW,EP,Region 4,NC
NC0410045,BRUNSWICK COUNTY WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.0092,00034,Northwest WTP,E01,Lab Tap,L,SW,EP,Region 4,NC
NC0416020,NEWPORT WATER SYSTEM,PFOS,0.0040 æg/L,Y,Y,0.0075,S01,NEWPORT WATER SYSTEM,EE1,SAMPLE TAP,S,GW,EP,Region 4,NC
NC0454025,NORTH LENOIR WATER CORP,PFOS,0.0040 æg/L,Y,Y,0.0042,09098,Well #16,EP001,Entry Point to Dist. System,L,GW,EP,Region 4,NC
NC0454025,NORTH LENOIR WATER CORP,PFOA,0.0040 æg/L,Y,Y,0.0042,70818,Neuse Regional Water Intertie,EP003,Entry Point to Dist. System,L,SW,EP,Region 4,NC
NC0454025,NORTH LENOIR WATER CORP,PFOS,0.0040 æg/L,Y,Y,0.0069,70818,Neuse Regional Water Intertie,EP003,Entry Point to Dist. System,L,SW,EP,Region 4,NC
NC0466110,NORTHAMPTON--LAKE GASTON,PFOS,0.0040 æg/L,Y,Y,0.0044,S01,NORTHAMPTON--LAKE GASTON,T74,MILES RESIDENCE,S,SW,EP,Region 4,NC
NC0474035,"GRIFTON, TOWN OF",PFOA,0.0040 æg/L,Y,Y,0.0043,W03,Well 3,RW2,Well 3 sample tap,S,GW,EP,Region 4,NC
NC0474035,"GRIFTON, TOWN OF",PFOS,0.0040 æg/L,Y,Y,0.0091,W03,Well 3,RW2,Well 3 sample tap,S,GW,EP,Region 4,NC
NC0496055,SEYMOUR JOHNSON AFB,PFOS,0.0040 æg/L,Y,Y,0.0068,NR1C,SEYMOUR JOHNSON AFB,003,ASH ST,S,SW,EP,Region 4,NC
NC4064005,CENTRAL NASH WATER & SEWER,PFOA,0.0040 æg/L,Y,Y,0.0051,S01C,CENTRAL NASH WATER & SEWER,E03,7145 WEST MOUNT DR,S,SW,EP,Region 4,NC
NC4064005,CENTRAL NASH WATER & SEWER,PFOS,0.0040 æg/L,Y,Y,0.0071,S01C,CENTRAL NASH WATER & SEWER,E03,7145 WEST MOUNT DR,S,SW,EP,Region 4,NC
NC5043001,BRAGG COMMUNITIES/NTA,PFOA,0.0040 æg/L,Y,Y,0.008,S01,BRAGG COMMUNITIES/NTA,EP1,LINDEN OAKS VAULT,S,SW,EP,Region 4,NC
NC5043001,BRAGG COMMUNITIES/NTA,PFOS,0.0040 æg/L,Y,Y,0.011,S01,BRAGG COMMUNITIES/NTA,EP1,LINDEN OAKS VAULT,S,SW,EP,Region 4,NC
NC5043001,BRAGG COMMUNITIES/NTA,PFOA,0.0040 æg/L,Y,Y,0.0081,S01B,BRAGG COMMUNITIES/NTA,EP2,APPROX 2000 FT SE OF EP1 ON NC 2487,S,SW,EP,Region 4,NC
NC5043001,BRAGG COMMUNITIES/NTA,PFOS,0.0040 æg/L,Y,Y,0.011,S01B,BRAGG COMMUNITIES/NTA,EP2,APPROX 2000 FT SE OF EP1 ON NC 2487,S,SW,EP,Region 4,NC
NC5063011,EAST MOORE WATER DISTRICT,PFOS,0.0040 æg/L,Y,Y,0.0079,S02A,EAST MOORE WATER DISTRICT,EPE,Marks Road,S,GW,EP,Region 4,NC
NE3107902,"GRAND ISLAND, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.0073,10178,Sample Station 15,76152,POE 15,L,GW,EP,Region 7,NE
NE3111106,"NORTH PLATTE, CITY OF",PFOS,0.0040 æg/L,Y,Y,0.0085,03081,Well 672,895,A-010510A Well 14,L,GW,EP,Region 7,NE
NH1031010,HAMPSTEAD AREA WATER,PFOA,0.0040 æg/L,Y,Y,0.0062,502,CRANBERRY MEADOWS /PUMP CONTROL BLDG,502,CRANBERRY MEADOWS PUMP CONTROL BLDG /008,S,GW,EP,Region 1,NH
NH1031010,HAMPSTEAD AREA WATER,PFOA,0.0040 æg/L,Y,Y,0.0063,512,VILLAGE GREEN/PUMPHOUSE,512,VILLAGE GREEN/PUMPHOUSE/BLEND 001 102,S,GW,EP,Region 1,NH
NH1031010,HAMPSTEAD AREA WATER,PFOA,0.0040 æg/L,Y,Y,0.0044,515,ANGLE POND PH,515,DEP TAP/AF TRTMT/ANGLE POND PH/015 016 033,S,GW,EP,Region 1,NH
NH1031010,HAMPSTEAD AREA WATER,PFOA,0.0040 æg/L,Y,Y,0.0062,523,BRYANT WOODS PUMPHOUSE/0112080,523,TAP BRYANT WOODS PH/022 023 024,S,GW,EP,Region 1,NH
NH1031010,HAMPSTEAD AREA WATER,PFOA,0.0040 æg/L,Y,Y,0.0048,529,SETTLERS PUMPING/TRT POPE RD/0112080,529,DEP TAP AF ALL TRT/POPE RD/031 118,S,GW,EP,Region 1,NH
NH1221010,JAFFREY WATER WORKS,PFOA,0.0040 æg/L,Y,Y,0.006,511,TURNPKE RD WELL PH/001,511,FINISHED SAMPLE/TURNPKE RD WELL PH/001,S,GW,EP,Region 1,NH
NH1371010,PEU/LITCHFIELD,PFOA,0.0040 æg/L,Y,Y,0.0075,10501,Interconnection,EP0002,DEP TAP WEINSTEIN PH/AFTER TREATMENT/011,S,GW,EP,Region 1,NH
NH1391010,PEU/LONDONDERRY,PFOA,0.0040 æg/L,Y,Y,0.0042,20001,Connection,EP1,Mountain Home Estates Booster Station Sample Tap,S,SW,EP,Region 1,NH
NH1471010,"MANCHESTER WATER WORKS, NH",PFOA,0.0040 æg/L,Y,Y,0.0045,00003,Treatment Plant,003,Finished Water Sample @ TP,L,SW,EP,Region 1,NH
NH1951010,PORTSMOUTH WATER WORKS,PFOA,0.0040 æg/L,Y,Y,0.006,00503,Portsmouth GPW #1 Treatment Site,503,Portsmouth GPW 004 EP,L,GW,EP,Region 1,NH
NH1951010,PORTSMOUTH WATER WORKS,PFOS,0.0040 æg/L,Y,Y,0.0045,00503,Portsmouth GPW #1 Treatment Site,503,Portsmouth GPW 004 EP,L,GW,EP,Region 1,NH
NJ0201001,ALLENDALE WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.01,CC015029,Hackensack Interconnect,CC015029,VWNJ Hackensack Interconnection,S,SW,EP,Region 2,NJ
NJ0201001,ALLENDALE WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.0089,TP002003,ALLENDALE- WELL #11- WEST CRESCENT,TP002003,Well #11- West Crescent,S,GW,EP,Region 2,NJ
NJ0201001,ALLENDALE WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.0079,TP003019,ALLENDALE- New Street,TP003019,New Street,S,GW,EP,Region 2,NJ
NJ0201001,ALLENDALE WATER DEPT,PFOS,0.0040 æg/L,Y,Y,0.0066,TP003019,ALLENDALE- New Street,TP003019,New Street,S,GW,EP,Region 2,NJ
NJ0201001,ALLENDALE WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.0094,TP004020,ALLENDALE- WELL #17- Meeker,TP004020,Well #17- Meeker,S,GW,EP,Region 2,NJ
NJ0221001,GARFIELD WATER DEPARTMENT,PFOA,0.0040 æg/L,Y,Y,0.0076,99033,PVWC Consecutive Connection,CC009033,Representative Intertie,L,SW,EP,Region 2,NJ
NJ0228001,HO HO KUS WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.027,TP001001,HO HO KUS WATER DEPT,TP001001,TP001001,S,GW,EP,Region 2,NJ
NJ0228001,HO HO KUS WATER DEPT,PFOS,0.0040 æg/L,Y,Y,0.014,TP001001,HO HO KUS WATER DEPT,TP001001,TP001001,S,GW,EP,Region 2,NJ
NJ0228001,HO HO KUS WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.022,TP002004,HO HO KUS WATER DEPT,TP002004,TP002004,S,GW,EP,Region 2,NJ
NJ0228001,HO HO KUS WATER DEPT,PFOS,0.0040 æg/L,Y,Y,0.0092,TP002004,HO HO KUS WATER DEPT,TP002004,TP002004,S,GW,EP,Region 2,NJ
NJ0228001,HO HO KUS WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.021,TP003007,HO HO KUS WATER DEPT,TP003007,TP003007,S,GW,EP,Region 2,NJ
NJ0228001,HO HO KUS WATER DEPT,PFOS,0.0040 æg/L,Y,Y,0.009,TP003007,HO HO KUS WATER DEPT,TP003007,TP003007,S,GW,EP,Region 2,NJ
NJ0228001,HO HO KUS WATER DEPT,Hazard Index (HI),1 (unitless),Y,Y,2,TP004009,HO HO KUS WATER DEPT,TP004009,TP004009,S,GW,EP,Region 2,NJ
NJ0228001,HO HO KUS WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.029,TP004009,HO HO KUS WATER DEPT,TP004009,TP004009,S,GW,EP,Region 2,NJ
NJ0228001,HO HO KUS WATER DEPT,PFOS,0.0040 æg/L,Y,Y,0.015,TP004009,HO HO KUS WATER DEPT,TP004009,TP004009,S,GW,EP,Region 2,NJ
NJ0231001,PASSAIC VALLEY WC LODI WD,PFOA,0.0040 æg/L,Y,Y,0.007,94004,PVWC Consecutive Connection,CC004004,Representative Intertie,L,SW,EP,Region 2,NJ
NJ0232001,LYNDHURST WATER DEPARTMENT,PFOA,0.0040 æg/L,Y,Y,0.007,91001,PVWC Interconnection,CC001001,Ridge Road Sample Station,L,SW,EP,Region 2,NJ
NJ0242001,"OAKLAND WATER DEPT, NJ",PFOA,0.0040 æg/L,Y,Y,0.011,13026,Well 10 TP,TP013026,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0242001,"OAKLAND WATER DEPT, NJ",PFOS,0.0040 æg/L,Y,Y,0.012,13026,Well 10 TP,TP013026,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0242001,"OAKLAND WATER DEPT, NJ",PFOA,0.0040 æg/L,Y,Y,0.0066,92006,Soon's Wellfield TP,TP002006,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0242001,"OAKLAND WATER DEPT, NJ",PFOS,0.0040 æg/L,Y,Y,0.006,92006,Soon's Wellfield TP,TP002006,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0242001,"OAKLAND WATER DEPT, NJ",PFOA,0.0040 æg/L,Y,Y,0.015,93011,Farmers Wellfield TP,TP003011,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0242001,"OAKLAND WATER DEPT, NJ",PFOS,0.0040 æg/L,Y,Y,0.0078,93011,Farmers Wellfield TP,TP003011,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0247001,PARK RIDGE WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.0098,12028,Well 11 TP,TP012028,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0247001,PARK RIDGE WATER DEPT,PFOS,0.0040 æg/L,Y,Y,0.0047,12028,Well 11 TP,TP012028,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0247001,PARK RIDGE WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.0046,14032,Well 13 TP,TP014032,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0247001,PARK RIDGE WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.012,17038,Well 16 TP,TP017038,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0247001,PARK RIDGE WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.0066,21047,Well 19 TP,TP021047,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0247001,PARK RIDGE WATER DEPT,PFOS,0.0040 æg/L,Y,Y,0.011,21047,Well 19 TP,TP021047,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0247001,PARK RIDGE WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.015,22050,Well 20 TP,TP022050,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0247001,PARK RIDGE WATER DEPT,PFOS,0.0040 æg/L,Y,Y,0.0054,22050,Well 20 TP,TP022050,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0247001,PARK RIDGE WATER DEPT,PFOA,0.0040 æg/L,Y,Y,0.01,99018,Sulak Treatment,TP009018,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0247001,PARK RIDGE WATER DEPT,PFOS,0.0040 æg/L,Y,Y,0.0084,99018,Sulak Treatment,TP009018,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOA,0.0040 æg/L,Y,Y,0.026,10030,Ames 3 TP,TP010030,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
NJ0251001,RIDGEWOOD WATER,PFOS,0.0040 æg/L,Y,Y,0.0099,10030,Ames 3 TP,TP010030,Entry Point to Dist. System,L,GW,EP,Region 2,NJ
